Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Independent House/Villa in Gachibowli|Independent house for sale230 sq.YardsNorth facing2 bhk15 feet roadHouse no-4-11/1Manchirevula villageOpposite to 100 floors twin tow...|1998999|230|2||2013-01-17|http://mediacdn.99acres.com/3370/347/15/6955838T-1357545428.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-Gachibowli-Hyderabad-2-Bedroom-bhk-for-Sale-spid-R8432225|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Miyapur|Hi all we are offering open plot for sale at miyapur , The land area is 667 sqd , This is located in prime locality, This is form mumbay national h...|30000000|667|0||2013-01-17||99acres.com|www.99acres.com/Residential-Land-in-Miyapur-Hyderabad-for-Sale-spid-F8487857|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Residential Apartment in kukatpally|Hanuma's Srinadha Nilayam - Nizampet, near Kukatpally: Overview & about project:Hanumas constructions  hanumas srinadha nilayam is an ultra modern...|2220000|123|2||2013-01-17|http://mediacdn.99acres.com/315/19/6319736T-1350629818.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-kukatpally-Hyderabad-2-Bedroom-bhk-for-Sale-spid-Y7769217|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Residential Apartment in A.S Rao Nagar|Rambagh - AS Rao Nagar, Kapra: K.N.Infra projects pvt ltd (Knip) is a premier commercial construction company with high quality experienced staff, ...|0|172|2||2013-01-17|http://mediacdn.99acres.com/312/5/6245950T-1349946729.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-A.S-Rao-Nagar-Hyderabad-2-Bedroom-bhk-for-Sale-spid-T7695347|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Independent House/Villa in Pragati Nagar|3bhk villa for sale at pragati nagarFacing:NorthManjeera water,BorewellVery near to all aminities (Supermarket,Hospital,Bank & schools)|7900000|333|3||2013-01-17||99acres.com|www.99acres.com/Independent-House/Villa-in-Pragati-Nagar-Hyderabad-3-Bedroom-bhk-for-Sale-spid-K7969143|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in Kondapur|Luxurioes yet with in reach.... Sark heights one apartments from sark projects offer unequalled urban living at very affordable prices...  Located ...|4160000|154|3||2013-01-17|http://mediacdn.99acres.com/3370/341/19/6839596T-1356243900.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Kondapur-Hyderabad-3-Bedroom-bhk-for-Sale-spid-D8312791|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in Kondapur|Luxurioes yet with in reach.... Sark heights one apartments from sark projects offer unequalled urban living at very affordable prices...  Located ...|4367000|161|3||2013-01-17|http://mediacdn.99acres.com/3370/341/18/6838992T-1356239820.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Kondapur-Hyderabad-3-Bedroom-bhk-for-Sale-spid-L8312183|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|4 Bedroom, Independent House/Villa in Sainikpuri|Sainikpuri new house sale g+1 165 sq yards 2600 sft east face 24 hours water posh locality near sai baba temple immidiately sale|7100000|288|4||2013-01-17||99acres.com|www.99acres.com/Independent-House/Villa-in-Sainikpuri-Secunderabad-4-Bedroom-bhk-for-Sale-spid-E8520071|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in A.S Rao Nagar|Rambagh - AS Rao Nagar, Kapra: K.N.Infra projects pvt ltd (Knip) is a premier commercial construction company with high quality experienced staff, ...|0|152|3||2013-01-17|http://mediacdn.99acres.com/312/5/6245964T-1349946668.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-A.S-Rao-Nagar-Hyderabad-3-Bedroom-bhk-for-Sale-spid-Y7695369|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Residential Apartment in Ameerpet|2 bhk it located 1st floor  attache bath rooms semifurnished  west facing, 24 hrs water manjeera water  north and east corner,|3600000|98|2||2013-01-17||99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Ameerpet-Hyderabad-2-Bedroom-bhk-for-Sale-spid-E8058727|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|6 Bedroom, Independent House/Villa in Kondapur|The dream place some of the high ranking officers in state and central governments.This prestegious place is taking shape at a rapid pace and will ...|35000000|466|6||2013-01-17|http://mediacdn.99acres.com/3370/343/4/6864782T-1356521525.bmp|99acres.com|www.99acres.com/Independent-House/Villa-in-Kondapur-Hyderabad-6-Bedroom-bhk-for-Sale-spid-B8338545|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Independent House/Villa in Manchirevulu|Gated community houses in close proximity of financial district and also to gachibowli and hi tech city too in the price band of rs.62 lacs to rs.9...|6200000|206|3||2013-01-17||99acres.com|www.99acres.com/Independent-House/Villa-in-Manchirevulu-Greater Hyderabad-3-Bedroom-bhk-for-Sale-spid-Q8519571|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in Kapra|Rambagh - AS Rao Nagar, Kapra: K.N.Infra projects pvt ltd (Knip) is a premier commercial construction company with high quality experienced staff, ...|0|152|3||2013-01-17|http://mediacdn.99acres.com/312/5/6245838T-1349946969.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Kapra-Hyderabad-3-Bedroom-bhk-for-Sale-spid-S7695271|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Independent House/Villa in kukatpally|Gemini Jewel - Nizampet, near Kukatpally: Overview:Gemini infra is one of hyderabad's most widely recognized names in real estate circles for crea...|6500000|221|3||2013-01-17|http://mediacdn.99acres.com/314/17/6297616T-1350453420.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-kukatpally-Hyderabad-3-Bedroom-bhk-for-Sale-spid-Q7749431|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Sagar Highway|Highlights of the projectsClear titleAvenue plantation green guardsSecurity house(24/7 security)Children's park & play groundBasket ball court...|500000|500|0||2013-01-17|http://mediacdn.99acres.com/3370/347/13/6953846T-1357544827.png|99acres.com|www.99acres.com/Residential-Land-in-Sagar-Highway-Greater Hyderabad-for-Sale-spid-N8429931|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in Kondapur|1536 sq.Ft  - 3 bhk, East facing flat with very good interiors (Fully furnished) including cot & matteresses, 4 ac's, Wardrobs in all bedrooms. 5 y...|6000000|170|3||2013-01-17||99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Kondapur-Hyderabad-3-Bedroom-bhk-for-Sale-spid-V8528133|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in kukatpally|2050 sft 3bhk flat for sale at jntu (2years old)1) facing: East2) walking distance from nh 9 (Jntu)3) 2 car parkings, 2 scooter parkings4) lift...|5850000|227|3||2013-01-17||99acres.com|www.99acres.com/Residential-Apartment-Flat-in-kukatpally-Hyderabad-3-Bedroom-bhk-for-Sale-spid-F8083031|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Deeptishree Nagar|Nort east corner plot for sale at madeenaguda (Deepti sri nagar)1) clear title2) very near to nh93) good residential area4) dimentions (50/60)|12700000|333|0||2013-01-17||99acres.com|www.99acres.com/Residential-Land-in-Deeptishree-Nagar-Hyderabad-for-Sale-spid-F8102157|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|1 Bedroom, Residential Apartment in Beeramguda|Hi all , We have two  independent delux flats  in beeramguda, Which is located in good residential  area, The flat is marble florring , Lapum finin...|1100000|66|1||2013-01-17||99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Beeramguda-Hyderabad-1-Bedroom-bhk-for-Sale-spid-M8030749|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Miyapur|6kms to hitec-City & gachibowli (Microsoft, Infosys, Wipro, Isb, Polaris, Financial district etc..)3kms to major 5 star hotel novotel2kms to the ma...|12900000|495|0||2013-01-17||99acres.com|www.99acres.com/Residential-Land-in-Miyapur-Hyderabad-for-Sale-spid-F8423459|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Sagar Highway|Highlights of the projectsClear titleAvenue plantation green guardsSecurity house(24/7 security)Children's park & play groundBasket ball court...|150000|150|0||2013-01-17|http://mediacdn.99acres.com/3370/347/13/6953794T-1357544833.png|99acres.com|www.99acres.com/Residential-Land-in-Sagar-Highway-Greater Hyderabad-for-Sale-spid-H8429875|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Sagar Ring road|Highlights of the projectsClear titleAvenue plantation green guardsSecurity house(24/7 security)Children's park & play groundBasket ball court...|150000|150|0||2013-01-17|http://mediacdn.99acres.com/3370/347/13/6953776T-1357544883.png|99acres.com|www.99acres.com/Residential-Land-in-Sagar-Ring-road-Hyderabad-for-Sale-spid-N8429867|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|4 Bedroom, Independent House/Villa in Nizampet|Thiru sankalp is one of kind blend of residential space that keeps out the stress of urban living, Without sacrificing its benefits. It gives the o...|7000000|273|4||2013-01-17|http://mediacdn.99acres.com/3370/342/10/6850812T-1356350885.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-Nizampet-Hyderabad-4-Bedroom-bhk-for-Sale-spid-U8324309|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Ibrahimpatnam|Highlights of the projectsClear titleAvenue plantation green guardsSecurity house(24/7 security)Children's park & play groundBasket ball court...|500000|500|0||2013-01-17|http://mediacdn.99acres.com/3370/347/13/6953828T-1357544829.png|99acres.com|www.99acres.com/Residential-Land-in-Ibrahimpatnam-Greater Hyderabad-for-Sale-spid-B8429905|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Alwal|Alwal: 252 sq y north east facing plot for immediate sale in alwal, Vajra enclave.Two side 30 ft wide road Plot is cited in a very good loc...|3528000|252|0||2013-01-17||99acres.com|www.99acres.com/Residential-Land-in-Alwal-Secunderabad-for-Sale-spid-O8521305|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|4 Bedroom, Independent House/Villa in Ameerpet|Nice independent villa  plug and play ground floor commercial and residential both, 2 bed rooms 1st floor open kitchen, With dining and 2 bed rooms...|13000000|365|4||2013-01-17|http://mediacdn.99acres.com/328/0/6560088T-1353391200.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-Ameerpet-Hyderabad-4-Bedroom-bhk-for-Sale-spid-U7943249|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Independent House/Villa in B.N reddy nagar|Sri Sai Balaji Homes - BN Reddy Nagar: Project highlights    * main road zp road and internal roads are total 30ft with balck topped.    * well ...|1741000|100|2||2013-01-17|http://mediacdn.99acres.com/281/11/5631437T-1341995943.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-B.N-reddy-nagar-Hyderabad-2-Bedroom-bhk-for-Sale-spid-V6919227|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|4 Bedroom, Independent House/Villa in Nizampet|Thiru sankalp is one of kind blend of residential space that keeps out the stress of urban living, Without sacrificing its benefits. It gives the o...|7100000|266|4||2013-01-17|http://mediacdn.99acres.com/3370/343/18/6878660T-1356672660.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-Nizampet-Hyderabad-4-Bedroom-bhk-for-Sale-spid-C8352099|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Residential Apartment in Kapra|Rambagh - AS Rao Nagar, Kapra: K.N.Infra projects pvt ltd (Knip) is a premier commercial construction company with high quality experienced staff, ...|0|140|2||2013-01-17|http://mediacdn.99acres.com/312/5/6245762T-1349945048.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Kapra-Hyderabad-2-Bedroom-bhk-for-Sale-spid-H7695213|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Residential Apartment in kukatpally|Gemini Jewel - Nizampet, near Kukatpally: Overview:Gemini infra is one of hyderabad's most widely recognized names in real estate circles for crea...|2675000|118|2||2013-01-17|http://mediacdn.99acres.com/314/17/6297766T-1350455219.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-kukatpally-Hyderabad-2-Bedroom-bhk-for-Sale-spid-L7749613|2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|||0||0||||99acres.com||2013-01-23 13:09:10 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Residential Apartment in Miyapur|Hanuma's Srinadha Nilayam - Nizampet, near Kukatpally: Overview & about project:Hanumas constructions  hanumas srinadha nilayam is an ultra modern...|2160000|120|2||2013-01-17|http://mediacdn.99acres.com/315/19/6319762T-1350634452.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Miyapur-Hyderabad-2-Bedroom-bhk-for-Sale-spid-T7769247|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in khairatabad|3 bedrooms 1st floor, 2539 sq,Ft. Newly constructed, With 3 attached bathrooms and one common bathroom,Vitrified tiles, 2 car parkings, Power back ...|12700000|282|3||2013-01-17||99acres.com|www.99acres.com/Residential-Apartment-Flat-in-khairatabad-Hyderabad-3-Bedroom-bhk-for-Sale-spid-X8463539|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Manikonda|Hii all, We offering residental land for sale in manikonda.The plot is located  in good residential colony, In this colony all are software emplo...|5400000|200|0||2013-01-17||99acres.com|www.99acres.com/Residential-Land-in-Manikonda-Hyderabad-for-Sale-spid-U8281345|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in Banjara hills|3 bhk 1760 sq,Ft banjara hills road no. 13  10 years old east facing fully wood work well ventilation car parking  lift 24 hrs water,|6700000|195|3||2013-01-17||99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Banjara-hills-Hyderabad-3-Bedroom-bhk-for-Sale-spid-I8528245|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Madinaguda|Hi all,We are  open huda plot at madinaguda (Land is located at vishali nagarvery near to hafizpet and indra reddy allwynn colony) , Which is prime...|12900000|495|0||2013-01-17||99acres.com|www.99acres.com/Residential-Land-in-Madinaguda-Hyderabad-for-Sale-spid-Q8487855|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in JNTU|3bhk independent delux flats for sale at jntu , Both east and west faces are availave ,In 4rth floor ,This is constrcted as per new (G.O 86) walkab...|3100000|129|3||2013-01-17||99acres.com|www.99acres.com/Residential-Apartment-Flat-in-JNTU-Hyderabad-3-Bedroom-bhk-for-Sale-spid-T7695921|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in S.R. Nagar|3 bhk west facing 1250 sq. Ft, Plot area 520 sq. Yard,  Brand new ready to occupyItalian marble flooring, Attached bath rooms, 100% vaasthu, Bank ...|5625000|138|3||2013-01-17||99acres.com|www.99acres.com/Residential-Apartment-Flat-in-S.R.-Nagar-Hyderabad-3-Bedroom-bhk-for-Sale-spid-N8308707|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Residential Apartment in KPHB|Hi all , We are offering brand new flats near jntu, The appartment is constructed as per new g.O 86 . The facilites bore water, Manjeera water,Lift...|2800000|1040|2||2013-01-17|http://mediacdn.99acres.com/327/7/6547440T-1353226019.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-KPHB-Hyderabad-2-Bedroom-bhk-for-Sale-spid-W7997587|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in ECIL|E c i l kamala nagar flat sale 3bhk north face with car par king wood work 24 hours water near chaitanya colleage  ecil|3500000|161|3||2013-01-17||99acres.com|www.99acres.com/Residential-Apartment-Flat-in-ECIL-Hyderabad-3-Bedroom-bhk-for-Sale-spid-T8520163|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Hafeezpet|6kms to hitec-City & gachibowli (Microsoft, Infosys, Wipro, Isb, Polaris, Financial district etc..)3kms to major 5 star hotel novotel2kms to the ma...|12900000|495|0||2013-01-17||99acres.com|www.99acres.com/Residential-Land-in-Hafeezpet-Hyderabad-for-Sale-spid-F8423473|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in B.N reddy nagar|Highlights of the projectsClear titleAvenue plantation green guardsSecurity house(24/7 security)Children's park & play groundBasket ball court...|150000|150|0||2013-01-17|http://mediacdn.99acres.com/3370/346/16/6936462T-1357300684.png|99acres.com|www.99acres.com/Residential-Land-in-B.N-reddy-nagar-Hyderabad-for-Sale-spid-T8411543|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Residential Apartment in Gayatri Nagar|Hi all, We are offering 2 bhk and 3 bhk independent and deluxe flats for sale near hi-Tech city which are walk able distance form hi-Tech city.Th...|3300000|122|2||2013-01-17|http://mediacdn.99acres.com/3370/337/18/6758718T-1355457600.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Gayatri-Nagar-Hyderabad-2-Bedroom-bhk-for-Sale-spid-V8229107|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Residential Apartment in Ameerpet|2 bhk  2nd floor  east facing  2 attached bathrooms with wash area posh locality all aminities|3700000|114|2||2013-01-17|http://mediacdn.99acres.com/323/3/6463866T-1352269883.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Ameerpet-Hyderabad-2-Bedroom-bhk-for-Sale-spid-N7915321|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|4 Bedroom, Independent House/Villa in Nizampet|Thiru sankalp is one of kind blend of residential space that keeps out the stress of urban living, Without sacrificing its benefits. It gives the o...|7200000|273|4||2013-01-17|http://mediacdn.99acres.com/3370/342/10/6850370T-1356416341.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-Nizampet-Hyderabad-4-Bedroom-bhk-for-Sale-spid-M8323995|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Sagar Ring road|Highlights of the projectsClear titleAvenue plantation green guardsSecurity house(24/7 security)Children's park & play groundBasket ball court...|500000|500|0||2013-01-17|http://mediacdn.99acres.com/3370/347/13/6953816T-1357544831.png|99acres.com|www.99acres.com/Residential-Land-in-Sagar-Ring-road-Hyderabad-for-Sale-spid-T8429895|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Pragati Nagar|200 sq yds huda plot for sale at pragati nagarFacing: SouthLocation: Vasavi layout|3000000|200|0||2013-01-17||99acres.com|www.99acres.com/Residential-Land-in-Pragati-Nagar-Hyderabad-for-Sale-spid-A7956809|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Residential Apartment in Yellareddyguda|Very good looking house.. Children room is available, All amenities are available.|9000000|140|2||2013-01-17||99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Yellareddyguda-Hyderabad-2-Bedroom-bhk-for-Sale-spid-O7917849|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Residential Apartment in Ameerpet|2 bhk plot area 375 sq.Yards property located ground floor, Fully wood work,  South facing big hall, Kitchen,  With attached baths.  Negotiable|3000000|116|2||2013-01-17||99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Ameerpet-Hyderabad-2-Bedroom-bhk-for-Sale-spid-R8010725|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in B.N reddy nagar|Highlights of the projectsClear titleAvenue plantation green guardsSecurity house(24/7 security)Children's park & play groundBasket ball court...|150000|150|0||2013-01-17|http://mediacdn.99acres.com/3370/350/7/7007282T-1357992664.png|99acres.com|www.99acres.com/Residential-Land-in-B.N-reddy-nagar-Hyderabad-for-Sale-spid-X8485453|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Residential Apartment in Nizampet|Hanuma's Srinadha Nilayam - Nizampet, near Kukatpally: Overview & about project:Hanumas constructions  hanumas srinadha nilayam is an ultra modern...|2160000|120|2||2013-01-17|http://mediacdn.99acres.com/315/19/6319674T-1350634204.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Nizampet-Hyderabad-2-Bedroom-bhk-for-Sale-spid-A7769151|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in Srinagar Colony|3 bhk 100% vaasthu, 2 car parking spaces for each unit, Elegant apartment with open to sky spaces, Exceptional architectural style with greenery al...|10300000|204|3||2013-01-17||99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Srinagar-Colony-Hyderabad-3-Bedroom-bhk-for-Sale-spid-T8399125|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Residential Apartment in Hi-Tech City|Hi all, We are offering 2 bhk and 3 bhk independent and deluxe flats for sale near hi-Tech city which are walk able distance form hi-Tech city.Th...|3350000|122|2||2013-01-17|http://mediacdn.99acres.com/3370/337/18/6758742T-1355458020.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Hi-Tech-City-Hyderabad-2-Bedroom-bhk-for-Sale-spid-X8229125|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in JNTU|3bhk independent delux flats for sale at jntu , Both east and west faces are availave ,In 3rd floor ,This is constrcted as per new (G.O 86) walkabl...|4200000|176|3||2013-01-17||99acres.com|www.99acres.com/Residential-Apartment-Flat-in-JNTU-Hyderabad-3-Bedroom-bhk-for-Sale-spid-F7695935|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|4 Bedroom, Independent House/Villa in Nizampet|Thiru sankalp is one of kind blend of residential space that keeps out the stress of urban living, Without sacrificing its benefits. It gives the o...|7000000|227|4||2013-01-17|http://mediacdn.99acres.com/3370/342/18/6858980T-1356498780.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-Nizampet-Hyderabad-4-Bedroom-bhk-for-Sale-spid-B8333031|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|3 Bedroom, Residential Apartment in Kondapur|Luxurioes yet with in reach.... Sark heights one apartments from sark projects offer unequalled urban living at very affordable prices...  Located ...|4160000|154|3||2013-01-17|http://mediacdn.99acres.com/3370/341/19/6839308T-1356242640.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-Kondapur-Hyderabad-3-Bedroom-bhk-for-Sale-spid-T8312587|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Gachibowli|A new venture gachibowli county phase-V at mokila village shankerpally (Mandal) very near to wipro,Polaris,Microsoft,&it;Companies gachibowli, Hyd ...|1655000|267|0||2013-01-17|http://mediacdn.99acres.com/3370/340/2/6802886T-1355911446.jpeg|99acres.com|www.99acres.com/Residential-Land-in-Gachibowli-Hyderabad-for-Sale-spid-J8277709|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in LB Nagar|Highlights of the projectsClear titleAvenue plantation green guardsSecurity house(24/7 security)Children's park & play groundBasket ball court...|150000|150|0||2013-01-17|http://mediacdn.99acres.com/3370/350/7/7007554T-1357993923.png|99acres.com|www.99acres.com/Residential-Land-in-LB-Nagar-Hyderabad-for-Sale-spid-H8485751|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Residential Apartment in kukatpally|Hanuma's Srinadha Nilayam - Nizampet, near Kukatpally: Overview & about project:Hanumas constructions  hanumas srinadha nilayam is an ultra modern...|2140000|118|2||2013-01-17|http://mediacdn.99acres.com/315/19/6319718T-1350634383.jpeg|99acres.com|www.99acres.com/Residential-Apartment-Flat-in-kukatpally-Hyderabad-2-Bedroom-bhk-for-Sale-spid-C7769205|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Independent House/Villa in Sagar Ring road|Sri Sai Balaji Homes - BN Reddy Nagar: Project highlights    * main road zp road and internal roads are total 30ft with balck topped.    * well ...|1555000|88|2||2013-01-17|http://mediacdn.99acres.com/281/11/5631403T-1341995763.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-Sagar-Ring-road-Hyderabad-2-Bedroom-bhk-for-Sale-spid-D6919173|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Independent House/Villa in Boduppal|2 bhk independent house comfortable house with 1 attached bathrooms,One comman bathroom located in peerzadiguda , uppal , 10 minutes driving distan...|2700000|122|2||2013-01-17|http://mediacdn.99acres.com/283/16/5676151T-1342691644.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-Boduppal-Hyderabad-2-Bedroom-bhk-for-Sale-spid-R6986767|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|Residential Land in Madinaguda|Detailed descriptions of huda plot for sale at madeenaguda6kms to hitec-City & gachibowli (Microsoft, Infosys, Wipro, Isb, Polaris, Financial dist...|12700000|495|0||2013-01-17||99acres.com|www.99acres.com/Residential-Land-in-Madinaguda-Hyderabad-for-Sale-spid-Z8423439|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Independent House/Villa in Beeramguda|Old.The houses are in good redidentail area,All basic aminites are avilable,Like bore|2500000|136|2||2013-01-17|http://mediacdn.99acres.com/327/7/6547312T-1353225599.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-Beeramguda-Hyderabad-2-Bedroom-bhk-for-Sale-spid-I7997469|2013-01-23 13:09:13 +0530
Residential|sale|Hyderabad|Andhra Pradesh|India|2 Bedroom, Independent House/Villa in Sagar Ring road|Sri Sai Balaji Homes - BN Reddy Nagar: Project highlights    * main road zp road and internal roads are total 30ft with balck topped.    * well ...|1741000|100|2||2013-01-17|http://mediacdn.99acres.com/281/11/5631465T-1341996004.jpeg|99acres.com|www.99acres.com/Independent-House/Villa-in-Sagar-Ring-road-Hyderabad-2-Bedroom-bhk-for-Sale-spid-U6919267|2013-01-23 13:09:13 +0530
